,id,host_id,host_since,host_is_superhost,host_listings_count,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,is_location_exact,property_type,room_type,bedrooms,beds,bed_type,price,availability_365
33464,2998204,15283528,2014-05-08,f,1.0,t,Upper West Side,Manhattan,40.798679628637856,-73.96139821693991,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$130.00,0
33467,17875248,122374980,2017-03-24,f,2.0,t,Upper West Side,Manhattan,40.78587058090334,-73.9786887793073,t,Apartment,Shared room,1.0,5.0,Real Bed,$58.00,34
33469,10010845,49903913,2015-11-25,f,1.0,t,Upper West Side,Manhattan,40.79930166620624,-73.96641953305814,t,Apartment,Entire home/apt,1.0,2.0,Real Bed,$90.00,70
33470,17954235,123202140,2017-03-29,f,1.0,t,Upper West Side,Manhattan,40.77850201518048,-73.98049268345969,t,Apartment,Shared room,1.0,1.0,Real Bed,$75.00,3
33471,1294973,7041410,2013-06-21,t,1.0,t,Upper West Side,Manhattan,40.79475496274415,-73.9760008546514,t,Apartment,Private room,1.0,1.0,Real Bed,$140.00,14
33472,2277707,11630571,2014-01-25,f,1.0,t,Upper West Side,Manhattan,40.784984649117945,-73.97284103926422,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$350.00,359
33473,377217,1895957,2012-03-10,f,1.0,t,Upper West Side,Manhattan,40.781612299989945,-73.97897690748766,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$145.00,0
33474,16630162,35341674,2015-06-08,f,1.0,t,Upper West Side,Manhattan,40.79870348912503,-73.96002461140971,t,Apartment,Private room,1.0,1.0,Real Bed,$100.00,4
33475,8831553,41042927,2015-08-10,f,2.0,t,Upper West Side,Manhattan,40.77853283117286,-73.97891701908482,t,Apartment,Entire home/apt,3.0,3.0,Real Bed,$280.00,7
33477,13353399,13025016,2014-03-11,t,1.0,t,Upper West Side,Manhattan,40.775751022318346,-73.97840219980499,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$250.00,302
33479,7324832,379663,2011-02-06,f,1.0,t,Upper West Side,Manhattan,40.78762675817886,-73.9730829984702,t,Apartment,Private room,1.0,1.0,Real Bed,$129.00,0
33480,14730708,836168,2011-07-18,f,12.0,t,Upper West Side,Manhattan,40.7790964061023,-73.98182103756349,t,Condominium,Entire home/apt,2.0,4.0,Real Bed,"$2,500.00",365
33483,194154,936830,2011-08-07,f,1.0,t,Upper West Side,Manhattan,40.79689745593948,-73.96127800301436,t,Apartment,Private room,1.0,1.0,Real Bed,$94.00,293
33486,16238620,31391525,2015-04-17,f,1.0,t,Upper West Side,Manhattan,40.801034837557225,-73.96546205618705,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$74.00,0
33487,13167621,73561955,2016-05-23,f,1.0,t,Upper West Side,Manhattan,40.79558673982587,-73.96433974136393,t,Apartment,Private room,1.0,1.0,Real Bed,$65.00,0
33490,12765858,69457013,2016-04-29,f,1.0,t,Upper West Side,Manhattan,40.79767629511245,-73.96330450507125,t,Apartment,Private room,1.0,1.0,Real Bed,$49.00,0
33491,12176339,6918093,2013-06-14,f,2.0,t,Upper West Side,Manhattan,40.782992631466406,-73.97666145626037,t,Apartment,Private room,1.0,1.0,Real Bed,$150.00,0
33492,8506127,24346280,2014-12-01,f,2.0,t,Upper West Side,Manhattan,40.790921880771606,-73.97487484414769,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$170.00,0
33493,65019,317809,2010-12-13,f,1.0,t,Upper West Side,Manhattan,40.77955873580403,-73.98098321702007,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$190.00,309
33494,13662692,79231531,2016-06-22,f,1.0,t,Upper West Side,Manhattan,40.777780640949274,-73.97795197663295,t,Apartment,Entire home/apt,1.0,1.0,Real Bed,$200.00,0
